Model,Accuracy,F1_Weighted,F1_Macro,Precision,Recall,Epochs_Trained,Best_Epoch
MLP_Improved,0.7052631578947368,0.6957056378365833,0.5100355576011615,0.6937269805448476,0.7052631578947368,187,167
