Model,Accuracy,F1_Weighted,F1_Macro,Precision,Recall,Epochs_Trained,Best_Epoch
MLP_Simple,0.5578947368421052,0.5318959547230995,0.4052686755312048,0.5415168913091352,0.5578947368421052,100,80
