Cluster,Count,Mean_Interest_Rate,Mean_Inflation,Mean_Unemployment,Mean_GDP_Growth,Mean_Public_Debt,Mean_Budget_Balance,Mean_Current_Account,Mean_FX_Reserves,Dominant_Rating
0,639,8.215059989567031,5.583661971830986,8.093568075117373,3.463333333333333,60.413615023474186,-45.35879499217528,-1.7525039123630672,89.32424100156494,AAA
1,237,4.036673699015471,2.6151476793248944,4.161898734177215,2.686582278481013,69.41265822784811,33.66573839662447,7.935485232067511,509.11616033755274,AAA
2,74,35.55148648648648,31.169594594594592,8.725810810810811,1.4629729729729728,71.29797297297297,-40.180405405405395,-2.058243243243243,97.7658108108108,B+
